Family;Species;Author;Synonyms;LocalName;FileNamePhoto;FileNameID;Comments;FigOneWidth;FigTwoWidth
Caryophyllaceae;Silene nutans;L.;;Nickendes Leimkraut;silene_nutans_photo.jpg;silene_nutans_ID.png;;;
Caryophyllaceae;Silene vulgaris;(Moench) Garcke;;Gewöhnliches Leimkraut;Silene_vulgaris_1.jpg;Silene_vulgaris_2.jpg;;;
Celastraceae;Euonymus europaeus;L.;;Europäisches Pfaffenhütchen;Euonymus_europaeus_1.jpg;Euonymus_europaeus_2.jpg;;;
Crassulaceae;Hylotelephium maximum;(L.) Kirschl.;\\ Sedum telephium subsp. maximum;Große Waldfetthenne;Hylotelephium_maximum_1.jpg;Hylotelephium_maximum_2.jpg;;;
Crassulaceae;Hylotelephium telephium;(L.) H. Ohba.;\\ Sedum telephium, Sedum maximum;Große Waldfetthenne;Hylotelephium_telephium_1.jpg;Hylotelephium_telephium_2.jpg;Subsp. telephium for image 1;;
Crassulaceae;Sedum acre;L.;;Scharfer Mauerpfeffer;sedum_acre_photo.jpg;sedum_acre_ID.png;;;
Crassulaceae;Sedum album;L.;;Weißer Mauerpfeffer;sedum_album_photo.jpg;sedum_album_ID.png;;;
Crassulaceae;Sedum dasyphyllum;L.;;Dickblättriger Mauerpfeffer, Buckel-Fetthenne;sedum_dasyphyllum_photo.jpg;sedum_dasyphyllum_ID.png;;;
Crassulaceae;Sedum rupestre;L.;Sedum reflexum;Felsen-Fetthenne;Sedum_rupestre_1.jpg;Sedum_rupestre_2.jpg;;;
Crassulaceae;Sedum sexangulare;L.;;Milder Mauerpfeffer;sedum_sexangulare_photo.jpg;sedum_sexangulare_ID.png;;;
Cyperaceae;Carex digitata;L.;;Finger-Segge;Carex_digitata_1.jpg;Carex_digitata_2.jpg;;;
Cyperaceae;Carex flacca;Schreber;;Blaugrüne Segge;Carex_flacca_1.jpg;Carex_flacca_2.jpg;;;
Cyperaceae;Carex flava;L. s. str.;;Gelb-Segge;Carex_flava_1.jpg;Carex_flava_2.jpg;;;
Cyperaceae;Carex humilis;Leyss. ;;Erd-Segge;Carex_humilis_1.jpg;Carex_humilis_2.jpg;;;
Cyperaceae;Carex montana;L.;;Berg-Segge;Carex_montana_1.jpg;Carex_montana_2.jpg;;;
Dipsacaceae;Knautia arvensis;(L.) Coult.;;Acker-Witwenblume;Knautia_arvensis_1.jpg;Knautia_arvensis_2.jpg;;;
